,unit_name,report_date,unit_work,unit_parks,unit_retail,unit_grocery,unit_transit,unit_residential,subunit_name,subunit_work,subunit_parks,subunit_retail,subunit_grocery,subunit_transit,subunit_residential
4295,Nevada,2020-04-05 00:00:00+00:00,-0.55,-0.46,-0.49,-0.22,-0.64,0.15,Washoe County,-0.48,-0.28,-0.49,-0.23,-0.71,0.14
1535,New Hampshire,2020-03-29 00:00:00+00:00,-0.38,-0.63,-0.58,-0.35,-0.63,0.13,Belknap County,-0.35,-0.53,-0.52,-0.28,,0.18
4296,New Hampshire,2020-04-05 00:00:00+00:00,-0.37,0.15,-0.48,-0.26,-0.57,0.11,Belknap County,-0.35,-0.53,-0.37,-0.11,,0.22
1536,New Hampshire,2020-03-29 00:00:00+00:00,-0.38,-0.63,-0.58,-0.35,-0.63,0.13,Carroll County,-0.51,-0.66,-0.69,-0.3,,0.19
4297,New Hampshire,2020-04-05 00:00:00+00:00,-0.37,0.15,-0.48,-0.26,-0.57,0.11,Carroll County,-0.49,0.1,-0.58,,,0.22
1537,New Hampshire,2020-03-29 00:00:00+00:00,-0.38,-0.63,-0.58,-0.35,-0.63,0.13,Cheshire County,-0.34,-0.46,-0.51,-0.36,,0.18
4298,New Hampshire,2020-04-05 00:00:00+00:00,-0.37,0.15,-0.48,-0.26,-0.57,0.11,Cheshire County,-0.31,-0.22,-0.43,-0.2,,0.22
1538,New Hampshire,2020-03-29 00:00:00+00:00,-0.38,-0.63,-0.58,-0.35,-0.63,0.13,Coos County,-0.37,-0.68,-0.52,-0.21,,0.1
4299,New Hampshire,2020-04-05 00:00:00+00:00,-0.37,0.15,-0.48,-0.26,-0.57,0.11,Coos County,-0.36,-0.23,-0.4,,,0.1
1539,New Hampshire,2020-03-29 00:00:00+00:00,-0.38,-0.63,-0.58,-0.35,-0.63,0.13,Grafton County,-0.44,-0.71,-0.62,-0.37,-0.45,0.2
4300,New Hampshire,2020-04-05 00:00:00+00:00,-0.37,0.15,-0.48,-0.26,-0.57,0.11,Grafton County,-0.44,-0.2,-0.55,-0.23,-0.27,0.24
1540,New Hampshire,2020-03-29 00:00:00+00:00,-0.38,-0.63,-0.58,-0.35,-0.63,0.13,Hillsborough County,-0.38,-0.55,-0.62,-0.37,-0.57,0.14
4301,New Hampshire,2020-04-05 00:00:00+00:00,-0.37,0.15,-0.48,-0.26,-0.57,0.11,Hillsborough County,-0.38,0.55,-0.53,-0.28,-0.39,0.12
1541,New Hampshire,2020-03-29 00:00:00+00:00,-0.38,-0.63,-0.58,-0.35,-0.63,0.13,Merrimack County,-0.37,-0.59,-0.58,-0.31,-0.76,0.13
4302,New Hampshire,2020-04-05 00:00:00+00:00,-0.37,0.15,-0.48,-0.26,-0.57,0.11,Merrimack County,-0.36,0.17,-0.48,-0.22,-0.73,0.11
1542,New Hampshire,2020-03-29 00:00:00+00:00,-0.38,-0.63,-0.58,-0.35,-0.63,0.13,Rockingham County,-0.39,-0.63,-0.59,-0.36,-0.6,0.14
4303,New Hampshire,2020-04-05 00:00:00+00:00,-0.37,0.15,-0.48,-0.26,-0.57,0.11,Rockingham County,-0.38,0.14,-0.5,-0.32,-0.59,0.12
1543,New Hampshire,2020-03-29 00:00:00+00:00,-0.38,-0.63,-0.58,-0.35,-0.63,0.13,Strafford County,-0.38,-0.53,-0.51,-0.38,-0.39,0.13
4304,New Hampshire,2020-04-05 00:00:00+00:00,-0.37,0.15,-0.48,-0.26,-0.57,0.11,Strafford County,-0.36,0.47,-0.42,-0.27,-0.52,0.1
1544,New Jersey,2020-03-29 00:00:00+00:00,-0.44,-0.36,-0.59,-0.33,-0.7,0.16,Atlantic County,-0.55,0.11,-0.56,-0.3,-0.72,0.16
4305,New Jersey,2020-04-05 00:00:00+00:00,-0.45,0.26,-0.66,-0.11,-0.67,0.16,Atlantic County,-0.56,0.53,-0.67,,-0.66,0.15
1545,New Jersey,2020-03-29 00:00:00+00:00,-0.44,-0.36,-0.59,-0.33,-0.7,0.16,Bergen County,-0.5,-0.64,-0.66,-0.37,-0.64,0.19
4306,New Jersey,2020-04-05 00:00:00+00:00,-0.45,0.26,-0.66,-0.11,-0.67,0.16,Bergen County,-0.51,-0.2,-0.75,-0.15,-0.56,0.18
1546,New Jersey,2020-03-29 00:00:00+00:00,-0.44,-0.36,-0.59,-0.33,-0.7,0.16,Burlington County,-0.38,,-0.53,-0.39,-0.53,0.14
4307,New Jersey,2020-04-05 00:00:00+00:00,-0.45,0.26,-0.66,-0.11,-0.67,0.16,Burlington County,-0.38,0.87,-0.67,,-0.5,0.13
1547,New Jersey,2020-03-29 00:00:00+00:00,-0.44,-0.36,-0.59,-0.33,-0.7,0.16,Camden County,-0.37,-0.29,-0.5,-0.3,-0.59,0.13
4308,New Jersey,2020-04-05 00:00:00+00:00,-0.45,0.26,-0.66,-0.11,-0.67,0.16,Camden County,-0.37,0.22,-0.61,,-0.58,0.12
1548,New Jersey,2020-03-29 00:00:00+00:00,-0.44,-0.36,-0.59,-0.33,-0.7,0.16,Cape May County,-0.41,-0.14,-0.49,-0.27,-0.59,0.19
4309,New Jersey,2020-04-05 00:00:00+00:00,-0.45,0.26,-0.66,-0.11,-0.67,0.16,Cape May County,-0.36,0.29,-0.59,,-0.54,0.19
1549,New Jersey,2020-03-29 00:00:00+00:00,-0.44,-0.36,-0.59,-0.33,-0.7,0.16,Cumberland County,-0.25,-0.35,-0.36,-0.19,-0.28,0.1
4310,New Jersey,2020-04-05 00:00:00+00:00,-0.45,0.26,-0.66,-0.11,-0.67,0.16,Cumberland County,-0.28,0.16,-0.41,,-0.3,0.1
1550,New Jersey,2020-03-29 00:00:00+00:00,-0.44,-0.36,-0.59,-0.33,-0.7,0.16,Essex County,-0.43,-0.5,-0.6,-0.27,-0.78,0.17
4311,New Jersey,2020-04-05 00:00:00+00:00,-0.45,0.26,-0.66,-0.11,-0.67,0.16,Essex County,-0.45,-0.21,-0.68,-0.2,-0.79,0.17
1551,New Jersey,2020-03-29 00:00:00+00:00,-0.44,-0.36,-0.59,-0.33,-0.7,0.16,Gloucester County,-0.36,,-0.54,-0.3,-0.15,0.13
4312,New Jersey,2020-04-05 00:00:00+00:00,-0.45,0.26,-0.66,-0.11,-0.67,0.16,Gloucester County,-0.37,0.7,-0.64,-0.1,-0.16,0.12
1552,New Jersey,2020-03-29 00:00:00+00:00,-0.44,-0.36,-0.59,-0.33,-0.7,0.16,Hudson County,-0.51,-0.69,-0.62,-0.38,-0.72,0.18
4313,New Jersey,2020-04-05 00:00:00+00:00,-0.45,0.26,-0.66,-0.11,-0.67,0.16,Hudson County,-0.54,-0.4,-0.7,-0.18,-0.67,0.18
1553,New Jersey,2020-03-29 00:00:00+00:00,-0.44,-0.36,-0.59,-0.33,-0.7,0.16,Hunterdon County,-0.42,0.21,-0.64,-0.35,-0.31,0.28
4314,New Jersey,2020-04-05 00:00:00+00:00,-0.45,0.26,-0.66,-0.11,-0.67,0.16,Hunterdon County,-0.42,0.21,-0.64,,-0.39,0.3
1554,New Jersey,2020-03-29 00:00:00+00:00,-0.44,-0.36,-0.59,-0.33,-0.7,0.16,Mercer County,-0.43,-0.27,-0.55,-0.25,-0.74,0.15
4315,New Jersey,2020-04-05 00:00:00+00:00,-0.45,0.26,-0.66,-0.11,-0.67,0.16,Mercer County,-0.41,,-0.66,0.31,-0.73,0.14
1555,New Jersey,2020-03-29 00:00:00+00:00,-0.44,-0.36,-0.59,-0.33,-0.7,0.16,Middlesex County,-0.44,-0.31,-0.64,-0.41,-0.77,0.17
4316,New Jersey,2020-04-05 00:00:00+00:00,-0.45,0.26,-0.66,-0.11,-0.67,0.16,Middlesex County,-0.45,0.78,-0.73,,-0.66,0.16
1556,New Jersey,2020-03-29 00:00:00+00:00,-0.44,-0.36,-0.59,-0.33,-0.7,0.16,Monmouth County,-0.44,-0.32,-0.62,-0.34,-0.67,0.17
4317,New Jersey,2020-04-05 00:00:00+00:00,-0.45,0.26,-0.66,-0.11,-0.67,0.16,Monmouth County,-0.43,0.77,-0.69,,-0.51,0.15
1557,New Jersey,2020-03-29 00:00:00+00:00,-0.44,-0.36,-0.59,-0.33,-0.7,0.16,Morris County,-0.47,-0.43,-0.63,-0.39,-0.64,0.18
4318,New Jersey,2020-04-05 00:00:00+00:00,-0.45,0.26,-0.66,-0.11,-0.67,0.16,Morris County,-0.49,0.58,-0.68,-0.16,-0.47,0.17
1558,New Jersey,2020-03-29 00:00:00+00:00,-0.44,-0.36,-0.59,-0.33,-0.7,0.16,Ocean County,-0.42,-0.25,-0.55,-0.31,-0.58,0.15
4319,New Jersey,2020-04-05 00:00:00+00:00,-0.45,0.26,-0.66,-0.11,-0.67,0.16,Ocean County,-0.41,,-0.62,,-0.52,0.14
1559,New Jersey,2020-03-29 00:00:00+00:00,-0.44,-0.36,-0.59,-0.33,-0.7,0.16,Passaic County,-0.46,-0.53,-0.66,-0.34,-0.55,0.16
4320,New Jersey,2020-04-05 00:00:00+00:00,-0.45,0.26,-0.66,-0.11,-0.67,0.16,Passaic County,-0.48,0.2,-0.7,-0.23,-0.47,0.16
1560,New Jersey,2020-03-29 00:00:00+00:00,-0.44,-0.36,-0.59,-0.33,-0.7,0.16,Salem County,-0.28,-0.22,-0.39,-0.21,-0.61,0.18
4321,New Jersey,2020-04-05 00:00:00+00:00,-0.45,0.26,-0.66,-0.11,-0.67,0.16,Salem County,-0.31,0.45,-0.45,,-0.68,0.19
1561,New Jersey,2020-03-29 00:00:00+00:00,-0.44,-0.36,-0.59,-0.33,-0.7,0.16,Somerset County,-0.47,-0.31,-0.61,-0.36,-0.6,0.17
4322,New Jersey,2020-04-05 00:00:00+00:00,-0.45,0.26,-0.66,-0.11,-0.67,0.16,Somerset County,-0.47,0.64,-0.72,,0.66,0.16
1562,New Jersey,2020-03-29 00:00:00+00:00,-0.44,-0.36,-0.59,-0.33,-0.7,0.16,Sussex County,-0.39,-0.39,-0.57,-0.27,-0.53,0.15
4323,New Jersey,2020-04-05 00:00:00+00:00,-0.45,0.26,-0.66,-0.11,-0.67,0.16,Sussex County,-0.36,,-0.52,-0.24,-0.43,0.13
1563,New Jersey,2020-03-29 00:00:00+00:00,-0.44,-0.36,-0.59,-0.33,-0.7,0.16,Union County,-0.44,-0.4,-0.62,-0.32,-0.61,0.17
4324,New Jersey,2020-04-05 00:00:00+00:00,-0.45,0.26,-0.66,-0.11,-0.67,0.16,Union County,-0.47,0.38,-0.67,-0.19,-0.58,0.17
1564,New Mexico,2020-03-29 00:00:00+00:00,-0.34,-0.12,-0.44,-0.18,-0.31,0.11,Bernalillo County,-0.37,,-0.46,-0.22,-0.43,0.11
4325,New Mexico,2020-04-05 00:00:00+00:00,-0.35,,-0.41,-0.11,-0.33,0.1,Bernalillo County,-0.38,,-0.44,-0.17,-0.41,0.11
1565,New Mexico,2020-03-29 00:00:00+00:00,-0.34,-0.12,-0.44,-0.18,-0.31,0.11,Chaves County,-0.26,-0.41,-0.46,-0.26,-0.49,0.12
4326,New Mexico,2020-04-05 00:00:00+00:00,-0.35,,-0.41,-0.11,-0.33,0.1,Chaves County,-0.27,-0.38,-0.41,-0.2,-0.51,0.11
1566,New Mexico,2020-03-29 00:00:00+00:00,-0.34,-0.12,-0.44,-0.18,-0.31,0.11,Cibola County,-0.3,,-0.27,,-0.16,
4327,New Mexico,2020-04-05 00:00:00+00:00,-0.35,,-0.41,-0.11,-0.33,0.1,Cibola County,-0.25,,-0.24,,-0.25,
1567,New Mexico,2020-03-29 00:00:00+00:00,-0.34,-0.12,-0.44,-0.18,-0.31,0.11,Colfax County,-0.4,,-0.62,-0.29,-0.26,
4328,New Mexico,2020-04-05 00:00:00+00:00,-0.35,,-0.41,-0.11,-0.33,0.1,Colfax County,-0.4,,-0.64,-0.29,-0.43,
1568,New Mexico,2020-03-29 00:00:00+00:00,-0.34,-0.12,-0.44,-0.18,-0.31,0.11,Curry County,-0.25,-0.32,-0.38,-0.17,-0.38,0.16
4329,New Mexico,2020-04-05 00:00:00+00:00,-0.35,,-0.41,-0.11,-0.33,0.1,Curry County,-0.27,,-0.29,,-0.28,0.15
1569,New Mexico,2020-03-29 00:00:00+00:00,-0.34,-0.12,-0.44,-0.18,-0.31,0.11,Eddy County,-0.2,-0.39,-0.38,-0.2,-0.35,0.12
4330,New Mexico,2020-04-05 00:00:00+00:00,-0.35,,-0.41,-0.11,-0.33,0.1,Eddy County,-0.23,-0.35,-0.37,-0.14,-0.19,0.13
1570,New Mexico,2020-03-29 00:00:00+00:00,-0.34,-0.12,-0.44,-0.18,-0.31,0.11,Grant County,-0.25,,-0.35,,,
4331,New Mexico,2020-04-05 00:00:00+00:00,-0.35,,-0.41,-0.11,-0.33,0.1,Grant County,-0.2,,-0.31,,,
1571,New Mexico,2020-03-29 00:00:00+00:00,-0.34,-0.12,-0.44,-0.18,-0.31,0.11,Guadalupe County,,,-0.39,-0.3,,
4332,New Mexico,2020-04-05 00:00:00+00:00,-0.35,,-0.41,-0.11,-0.33,0.1,Guadalupe County,,,-0.44,,-0.1,
1572,New Mexico,2020-03-29 00:00:00+00:00,-0.34,-0.12,-0.44,-0.18,-0.31,0.11,Hidalgo County,,0.8,,,-0.31,
4333,New Mexico,2020-04-05 00:00:00+00:00,-0.35,,-0.41,-0.11,-0.33,0.1,Hidalgo County,,0.8,,,-0.4,
1573,New Mexico,2020-03-29 00:00:00+00:00,-0.34,-0.12,-0.44,-0.18,-0.31,0.11,Lea County,-0.26,-0.24,-0.44,,-0.34,0.13
4334,New Mexico,2020-04-05 00:00:00+00:00,-0.35,,-0.41,-0.11,-0.33,0.1,Lea County,-0.24,,-0.43,,-0.4,0.13
1574,New Mexico,2020-03-29 00:00:00+00:00,-0.34,-0.12,-0.44,-0.18,-0.31,0.11,Lincoln County,-0.48,-0.72,-0.71,-0.41,,
4335,New Mexico,2020-04-05 00:00:00+00:00,-0.35,,-0.41,-0.11,-0.33,0.1,Lincoln County,-0.44,-0.73,-0.7,-0.43,,
1575,New Mexico,2020-03-29 00:00:00+00:00,-0.34,-0.12,-0.44,-0.18,-0.31,0.11,Los Alamos County,-0.53,,-0.7,-0.33,,
4336,New Mexico,2020-04-05 00:00:00+00:00,-0.35,,-0.41,-0.11,-0.33,0.1,Los Alamos County,-0.5,,-0.66,-0.34,,
1576,New Mexico,2020-03-29 00:00:00+00:00,-0.34,-0.12,-0.44,-0.18,-0.31,0.11,Luna County,-0.22,-0.45,-0.41,-0.16,-0.22,
4337,New Mexico,2020-04-05 00:00:00+00:00,-0.35,,-0.41,-0.11,-0.33,0.1,Luna County,-0.22,-0.37,-0.34,-0.2,-0.26,
1577,New Mexico,2020-03-29 00:00:00+00:00,-0.34,-0.12,-0.44,-0.18,-0.31,0.11,McKinley County,-0.2,,-0.41,,-0.13,0.22
4338,New Mexico,2020-04-05 00:00:00+00:00,-0.35,,-0.41,-0.11,-0.33,0.1,McKinley County,-0.23,,-0.39,,-0.18,0.19
1578,New Mexico,2020-03-29 00:00:00+00:00,-0.34,-0.12,-0.44,-0.18,-0.31,0.11,Otero County,-0.36,-0.58,-0.39,-0.25,,0.19
4339,New Mexico,2020-04-05 00:00:00+00:00,-0.35,,-0.41,-0.11,-0.33,0.1,Otero County,-0.36,-0.5,-0.38,-0.19,,0.16
1579,New Mexico,2020-03-29 00:00:00+00:00,-0.34,-0.12,-0.44,-0.18,-0.31,0.11,Quay County,-0.25,,-0.1,,,
4340,New Mexico,2020-04-05 00:00:00+00:00,-0.35,,-0.41,-0.11,-0.33,0.1,Quay County,-0.21,,-0.15,,-0.17,
1580,New Mexico,2020-03-29 00:00:00+00:00,-0.34,-0.12,-0.44,-0.18,-0.31,0.11,Rio Arriba County,-0.37,,-0.3,-0.2,,0.12
4341,New Mexico,2020-04-05 00:00:00+00:00,-0.35,,-0.41,-0.11,-0.33,0.1,Rio Arriba County,-0.4,,-0.2,-0.15,,0.12
1581,New Mexico,2020-03-29 00:00:00+00:00,-0.34,-0.12,-0.44,-0.18,-0.31,0.11,Roosevelt County,-0.22,,-0.31,-0.23,,
4342,New Mexico,2020-04-05 00:00:00+00:00,-0.35,,-0.41,-0.11,-0.33,0.1,Roosevelt County,-0.25,,-0.26,-0.17,,
1582,New Mexico,2020-03-29 00:00:00+00:00,-0.34,-0.12,-0.44,-0.18,-0.31,0.11,San Juan County,-0.26,,-0.42,-0.15,-0.38,0.1
4343,New Mexico,2020-04-05 00:00:00+00:00,-0.35,,-0.41,-0.11,-0.33,0.1,San Juan County,-0.3,,-0.35,,-0.31,0.1
1583,New Mexico,2020-03-29 00:00:00+00:00,-0.34,-0.12,-0.44,-0.18,-0.31,0.11,San Miguel County,-0.29,,-0.29,-0.22,-0.41,
4344,New Mexico,2020-04-05 00:00:00+00:00,-0.35,,-0.41,-0.11,-0.33,0.1,San Miguel County,-0.24,,-0.22,,-0.48,
1584,New Mexico,2020-03-29 00:00:00+00:00,-0.34,-0.12,-0.44,-0.18,-0.31,0.11,Sandoval County,-0.42,,-0.34,-0.13,-0.28,0.11
4345,New Mexico,2020-04-05 00:00:00+00:00,-0.35,,-0.41,-0.11,-0.33,0.1,Sandoval County,-0.43,0.14,-0.33,,-0.45,0.1
1585,New Mexico,2020-03-29 00:00:00+00:00,-0.34,-0.12,-0.44,-0.18,-0.31,0.11,Santa Fe County,-0.44,-0.23,-0.52,-0.23,-0.51,0.12
4346,New Mexico,2020-04-05 00:00:00+00:00,-0.35,,-0.41,-0.11,-0.33,0.1,Santa Fe County,-0.44,-0.14,-0.5,-0.19,-0.39,0.11
1586,New Mexico,2020-03-29 00:00:00+00:00,-0.34,-0.12,-0.44,-0.18,-0.31,0.11,Sierra County,-0.24,,-0.44,,,
4347,New Mexico,2020-04-05 00:00:00+00:00,-0.35,,-0.41,-0.11,-0.33,0.1,Sierra County,-0.29,,-0.39,,,
1587,New Mexico,2020-03-29 00:00:00+00:00,-0.34,-0.12,-0.44,-0.18,-0.31,0.11,Socorro County,-0.36,,-0.42,,,
4348,New Mexico,2020-04-05 00:00:00+00:00,-0.35,,-0.41,-0.11,-0.33,0.1,Socorro County,-0.36,,-0.42,,,
1588,New Mexico,2020-03-29 00:00:00+00:00,-0.34,-0.12,-0.44,-0.18,-0.31,0.11,Taos County,-0.52,-0.36,-0.59,-0.29,,
4349,New Mexico,2020-04-05 00:00:00+00:00,-0.35,,-0.41,-0.11,-0.33,0.1,Taos County,-0.57,-0.12,-0.59,-0.25,,
1589,New Mexico,2020-03-29 00:00:00+00:00,-0.34,-0.12,-0.44,-0.18,-0.31,0.11,Torrance County,-0.25,,-0.24,,,
4350,New Mexico,2020-04-05 00:00:00+00:00,-0.35,,-0.41,-0.11,-0.33,0.1,Torrance County,-0.31,,-0.24,,-0.19,
1590,New Mexico,2020-03-29 00:00:00+00:00,-0.34,-0.12,-0.44,-0.18,-0.31,0.11,Union County,,,,,,0.8
4351,New Mexico,2020-04-05 00:00:00+00:00,-0.35,,-0.41,-0.11,-0.33,0.1,Union County,,,,,,0.8
1591,New York,2020-03-29 00:00:00+00:00,-0.46,-0.47,-0.62,-0.32,-0.68,0.16,Albany County,-0.36,-0.15,-0.59,-0.3,-0.64,0.13
4352,New York,2020-04-05 00:00:00+00:00,-0.47,-0.11,-0.59,-0.28,-0.68,0.15,Albany County,-0.37,0.91,-0.56,-0.23,-0.62,0.11
1592,New York,2020-03-29 00:00:00+00:00,-0.46,-0.47,-0.62,-0.32,-0.68,0.16,Allegany County,-0.33,,-0.4,-0.15,,0.18
4353,New York,2020-04-05 00:00:00+00:00,-0.47,-0.11,-0.59,-0.28,-0.68,0.15,Allegany County,-0.33,,-0.35,,,0.2
1593,New York,2020-03-29 00:00:00+00:00,-0.46,-0.47,-0.62,-0.32,-0.68,0.16,Bronx County,-0.5,-0.51,-0.64,-0.3,-0.55,0.16
4354,New York,2020-04-05 00:00:00+00:00,-0.47,-0.11,-0.59,-0.28,-0.68,0.15,Bronx County,-0.52,-0.27,-0.58,-0.22,-0.51,0.16
1594,New York,2020-03-29 00:00:00+00:00,-0.46,-0.47,-0.62,-0.32,-0.68,0.16,Broome County,-0.34,,-0.51,-0.27,-0.43,0.11
4355,New York,2020-04-05 00:00:00+00:00,-0.47,-0.11,-0.59,-0.28,-0.68,0.15,Broome County,-0.35,0.74,-0.47,-0.23,-0.46,0.1
1595,New York,2020-03-29 00:00:00+00:00,-0.46,-0.47,-0.62,-0.32,-0.68,0.16,Cattaraugus County,-0.32,-0.37,-0.4,-0.15,,0.18
4356,New York,2020-04-05 00:00:00+00:00,-0.47,-0.11,-0.59,-0.28,-0.68,0.15,Cattaraugus County,-0.31,,-0.36,,,0.1
1596,New York,2020-03-29 00:00:00+00:00,-0.46,-0.47,-0.62,-0.32,-0.68,0.16,Cayuga County,-0.29,,-0.39,-0.15,-0.49,0.2
4357,New York,2020-04-05 00:00:00+00:00,-0.47,-0.11,-0.59,-0.28,-0.68,0.15,Cayuga County,-0.32,,-0.39,-0.12,-0.42,0.22
1597,New York,2020-03-29 00:00:00+00:00,-0.46,-0.47,-0.62,-0.32,-0.68,0.16,Chautauqua County,-0.26,-0.22,-0.33,,,
4358,New York,2020-04-05 00:00:00+00:00,-0.47,-0.11,-0.59,-0.28,-0.68,0.15,Chautauqua County,-0.28,-0.22,-0.33,,,
1598,New York,2020-03-29 00:00:00+00:00,-0.46,-0.47,-0.62,-0.32,-0.68,0.16,Chemung County,-0.29,,-0.48,-0.14,-0.58,0.14
4359,New York,2020-04-05 00:00:00+00:00,-0.47,-0.11,-0.59,-0.28,-0.68,0.15,Chemung County,-0.29,,-0.44,,-0.65,0.12
1599,New York,2020-03-29 00:00:00+00:00,-0.46,-0.47,-0.62,-0.32,-0.68,0.16,Chenango County,-0.23,,-0.38,-0.12,,0.2
4360,New York,2020-04-05 00:00:00+00:00,-0.47,-0.11,-0.59,-0.28,-0.68,0.15,Chenango County,-0.33,,-0.35,-0.1,,0.22
1600,New York,2020-03-29 00:00:00+00:00,-0.46,-0.47,-0.62,-0.32,-0.68,0.16,Clinton County,-0.29,,-0.52,-0.18,-0.67,0.18
4361,New York,2020-04-05 00:00:00+00:00,-0.47,-0.11,-0.59,-0.28,-0.68,0.15,Clinton County,-0.31,,-0.47,,-0.6,0.21
1601,New York,2020-03-29 00:00:00+00:00,-0.46,-0.47,-0.62,-0.32,-0.68,0.16,Columbia County,-0.35,,-0.51,-0.4,-0.36,0.19
4362,New York,2020-04-05 00:00:00+00:00,-0.47,-0.11,-0.59,-0.28,-0.68,0.15,Columbia County,-0.32,,-0.48,-0.1,-0.39,0.22
1602,New York,2020-03-29 00:00:00+00:00,-0.46,-0.47,-0.62,-0.32,-0.68,0.16,Cortland County,-0.31,,-0.42,,,0.22
4363,New York,2020-04-05 00:00:00+00:00,-0.47,-0.11,-0.59,-0.28,-0.68,0.15,Cortland County,-0.32,,-0.36,,-0.39,0.23
1603,New York,2020-03-29 00:00:00+00:00,-0.46,-0.47,-0.62,-0.32,-0.68,0.16,Delaware County,-0.29,,-0.48,-0.23,,0.1
4364,New York,2020-04-05 00:00:00+00:00,-0.47,-0.11,-0.59,-0.28,-0.68,0.15,Delaware County,-0.31,,-0.4,-0.13,,0.1
1604,New York,2020-03-29 00:00:00+00:00,-0.46,-0.47,-0.62,-0.32,-0.68,0.16,Dutchess County,-0.38,-0.34,-0.54,-0.28,-0.72,0.14
4365,New York,2020-04-05 00:00:00+00:00,-0.47,-0.11,-0.59,-0.28,-0.68,0.15,Dutchess County,-0.39,0.61,-0.5,-0.28,-0.61,0.13
1605,New York,2020-03-29 00:00:00+00:00,-0.46,-0.47,-0.62,-0.32,-0.68,0.16,Erie County,-0.37,0.64,-0.52,-0.23,-0.49,0.1
4366,New York,2020-04-05 00:00:00+00:00,-0.47,-0.11,-0.59,-0.28,-0.68,0.15,Erie County,-0.38,0.58,-0.51,-0.2,-0.52,0.1
1606,New York,2020-03-29 00:00:00+00:00,-0.46,-0.47,-0.62,-0.32,-0.68,0.16,Essex County,-0.48,-0.7,-0.68,-0.35,,
4367,New York,2020-04-05 00:00:00+00:00,-0.47,-0.11,-0.59,-0.28,-0.68,0.15,Essex County,-0.47,-0.28,-0.66,-0.29,,
1607,New York,2020-03-29 00:00:00+00:00,-0.46,-0.47,-0.62,-0.32,-0.68,0.16,Franklin County,-0.34,,-0.44,-0.18,,0.17
4368,New York,2020-04-05 00:00:00+00:00,-0.47,-0.11,-0.59,-0.28,-0.68,0.15,Franklin County,-0.31,,-0.56,-0.13,,0.17
1608,New York,2020-03-29 00:00:00+00:00,-0.46,-0.47,-0.62,-0.32,-0.68,0.16,Fulton County,-0.23,,-0.38,-0.25,,0.15
4369,New York,2020-04-05 00:00:00+00:00,-0.47,-0.11,-0.59,-0.28,-0.68,0.15,Fulton County,-0.22,,-0.39,-0.12,,0.18
1609,New York,2020-03-29 00:00:00+00:00,-0.46,-0.47,-0.62,-0.32,-0.68,0.16,Genesee County,-0.27,,-0.25,-0.22,-0.56,0.2
4370,New York,2020-04-05 00:00:00+00:00,-0.47,-0.11,-0.59,-0.28,-0.68,0.15,Genesee County,-0.29,,-0.34,-0.16,-0.58,0.21
1610,New York,2020-03-29 00:00:00+00:00,-0.46,-0.47,-0.62,-0.32,-0.68,0.16,Greene County,-0.36,-0.48,-0.46,-0.3,,0.17
4371,New York,2020-04-05 00:00:00+00:00,-0.47,-0.11,-0.59,-0.28,-0.68,0.15,Greene County,-0.35,,-0.38,,,0.18
1611,New York,2020-03-29 00:00:00+00:00,-0.46,-0.47,-0.62,-0.32,-0.68,0.16,Herkimer County,-0.34,,-0.45,-0.19,-0.7,0.18
4372,New York,2020-04-05 00:00:00+00:00,-0.47,-0.11,-0.59,-0.28,-0.68,0.15,Herkimer County,-0.31,,-0.32,,-0.71,0.2
1612,New York,2020-03-29 00:00:00+00:00,-0.46,-0.47,-0.62,-0.32,-0.68,0.16,Jefferson County,-0.27,,-0.48,-0.24,,
4373,New York,2020-04-05 00:00:00+00:00,-0.47,-0.11,-0.59,-0.28,-0.68,0.15,Jefferson County,-0.29,,-0.43,-0.13,,
1613,New York,2020-03-29 00:00:00+00:00,-0.46,-0.47,-0.62,-0.32,-0.68,0.16,Kings County,-0.51,-0.55,-0.68,-0.33,-0.63,0.18
4374,New York,2020-04-05 00:00:00+00:00,-0.47,-0.11,-0.59,-0.28,-0.68,0.15,Kings County,-0.52,-0.23,-0.65,-0.3,-0.62,0.17
1614,New York,2020-03-29 00:00:00+00:00,-0.46,-0.47,-0.62,-0.32,-0.68,0.16,Lewis County,-0.29,,-0.49,-0.17,,
4375,New York,2020-04-05 00:00:00+00:00,-0.47,-0.11,-0.59,-0.28,-0.68,0.15,Lewis County,-0.31,,-0.51,,,
1615,New York,2020-03-29 00:00:00+00:00,-0.46,-0.47,-0.62,-0.32,-0.68,0.16,Livingston County,-0.3,,-0.36,,-0.37,0.21
4376,New York,2020-04-05 00:00:00+00:00,-0.47,-0.11,-0.59,-0.28,-0.68,0.15,Livingston County,-0.31,,-0.36,,-0.37,0.24
1616,New York,2020-03-29 00:00:00+00:00,-0.46,-0.47,-0.62,-0.32,-0.68,0.16,Madison County,-0.36,,-0.4,-0.18,-0.62,0.22
4377,New York,2020-04-05 00:00:00+00:00,-0.47,-0.11,-0.59,-0.28,-0.68,0.15,Madison County,-0.34,,-0.37,-0.15,-0.6,0.25
1617,New York,2020-03-29 00:00:00+00:00,-0.46,-0.47,-0.62,-0.32,-0.68,0.16,Monroe County,-0.36,,-0.48,-0.27,-0.41,0.11
4378,New York,2020-04-05 00:00:00+00:00,-0.47,-0.11,-0.59,-0.28,-0.68,0.15,Monroe County,-0.38,0.97,-0.48,-0.23,-0.45,0.11
